Country / territory of asylum/residence,Origin,Year,Month,Value,Date
Canada,Venezuela (Bolivarian Republic of),2016,April,54,4/1/16
Canada,Venezuela (Bolivarian Republic of),2016,May,17,5/1/16
Canada,Venezuela (Bolivarian Republic of),2016,June,61,6/1/16
Canada,Venezuela (Bolivarian Republic of),2016,July,60,7/1/16
Canada,Venezuela (Bolivarian Republic of),2016,August,47,8/1/16
Canada,Venezuela (Bolivarian Republic of),2016,September,67,9/1/16
Canada,South Sudan,2014,January,0,1/1/14
Canada,South Sudan,2014,April,0,4/1/14
Canada,South Sudan,2014,July,5,7/1/14
Canada,South Sudan,2014,August,0,8/1/14
Canada,South Sudan,2014,September,0,9/1/14
Canada,South Sudan,2014,November,0,11/1/14
Canada,South Sudan,2015,September,0,9/1/15
Canada,South Sudan,2015,November,0,11/1/15
Canada,South Sudan,2016,June,3,6/1/16
Canada,South Sudan,2016,July,2,7/1/16
Canada,Western Sahara,2010,July,1,7/1/10
Canada,Western Sahara,2011,February,1,2/1/11
Canada,Yemen,1999,February,7,2/1/99
Canada,Yemen,1999,March,3,3/1/99
Canada,Yemen,1999,May,3,5/1/99
Canada,Yemen,1999,June,8,6/1/99
Canada,Yemen,1999,July,1,7/1/99
Canada,Yemen,1999,August,6,8/1/99
Canada,Yemen,1999,September,8,9/1/99
Canada,Yemen,1999,October,9,10/1/99
Canada,Yemen,1999,November,5,11/1/99
Canada,Yemen,1999,December,12,12/1/99
Canada,Yemen,2000,January,1,1/1/00
Canada,Yemen,2000,February,15,2/1/00
Canada,Yemen,2000,March,2,3/1/00
Canada,Yemen,2000,April,4,4/1/00
Canada,Yemen,2000,May,4,5/1/00
Canada,Yemen,2000,July,13,7/1/00
Canada,Yemen,2000,August,12,8/1/00
Canada,Yemen,2000,September,8,9/1/00
Canada,Yemen,2000,October,13,10/1/00
Canada,Yemen,2000,November,4,11/1/00
Canada,Yemen,2000,December,16,12/1/00
Canada,Yemen,2001,January,4,1/1/01
Canada,Yemen,2001,February,6,2/1/01
Canada,Yemen,2001,March,2,3/1/01
Canada,Yemen,2001,April,8,4/1/01
Canada,Yemen,2001,May,15,5/1/01
Canada,Yemen,2001,June,7,6/1/01
Canada,Yemen,2001,July,10,7/1/01
Canada,Yemen,2001,August,7,8/1/01
Canada,Yemen,2001,September,2,9/1/01
Canada,Yemen,2001,October,6,10/1/01
Canada,Yemen,2001,December,1,12/1/01
Canada,Yemen,2002,January,5,1/1/02
Canada,Yemen,2002,February,2,2/1/02
Canada,Yemen,2002,March,1,3/1/02
Canada,Yemen,2002,April,2,4/1/02
Canada,Yemen,2002,May,4,5/1/02
Canada,Yemen,2002,June,20,6/1/02
Canada,Yemen,2002,July,3,7/1/02
Canada,Yemen,2002,August,15,8/1/02
Canada,Yemen,2002,September,1,9/1/02
Canada,Yemen,2002,October,12,10/1/02
Canada,Yemen,2002,November,3,11/1/02
Canada,Yemen,2002,December,2,12/1/02
Canada,Yemen,2003,January,5,1/1/03
Canada,Yemen,2003,February,1,2/1/03
Canada,Yemen,2003,March,4,3/1/03
Canada,Yemen,2003,April,6,4/1/03
Canada,Yemen,2003,May,2,5/1/03
Canada,Yemen,2003,June,2,6/1/03
Canada,Yemen,2003,July,4,7/1/03
Canada,Yemen,2003,August,3,8/1/03
Canada,Yemen,2003,September,3,9/1/03
Canada,Yemen,2003,October,3,10/1/03
Canada,Yemen,2003,November,1,11/1/03
Canada,Yemen,2004,January,2,1/1/04
Canada,Yemen,2004,February,6,2/1/04
Canada,Yemen,2004,March,1,3/1/04
Canada,Yemen,2004,April,3,4/1/04
Canada,Yemen,2004,May,1,5/1/04
Canada,Yemen,2004,July,2,7/1/04
Canada,Yemen,2004,August,6,8/1/04
Canada,Yemen,2004,September,8,9/1/04
Canada,Yemen,2004,November,4,11/1/04
Canada,Yemen,2004,December,2,12/1/04
Canada,Yemen,2005,January,8,1/1/05
Canada,Yemen,2005,February,3,2/1/05
Canada,Yemen,2005,April,3,4/1/05
Canada,Yemen,2005,September,1,9/1/05
Canada,Yemen,2005,November,1,11/1/05
Canada,Yemen,2006,February,2,2/1/06
Canada,Yemen,2006,April,2,4/1/06
Canada,Yemen,2006,June,1,6/1/06
Canada,Yemen,2006,August,2,8/1/06
Canada,Yemen,2006,September,1,9/1/06
Canada,Yemen,2006,October,2,10/1/06
Canada,Yemen,2006,November,1,11/1/06
Canada,Yemen,2007,March,1,3/1/07
Canada,Yemen,2007,June,8,6/1/07
Canada,Yemen,2007,September,2,9/1/07
Canada,Yemen,2007,December,2,12/1/07
Canada,Yemen,2008,February,1,2/1/08
Canada,Yemen,2008,March,2,3/1/08
Canada,Yemen,2008,May,4,5/1/08
Canada,Yemen,2008,July,5,7/1/08
Canada,Yemen,2008,September,1,9/1/08
Canada,Yemen,2008,October,1,10/1/08
Canada,Yemen,2008,November,1,11/1/08
Canada,Yemen,2008,December,2,12/1/08
Canada,Yemen,2009,January,1,1/1/09
Canada,Yemen,2009,June,3,6/1/09
Canada,Yemen,2009,September,5,9/1/09
Canada,Yemen,2009,October,1,10/1/09
Canada,Yemen,2009,November,1,11/1/09
Canada,Yemen,2010,January,1,1/1/10
Canada,Myanmar,2004,November,1,11/1/04
Canada,Myanmar,2005,January,1,1/1/05
Canada,Myanmar,2005,February,7,2/1/05
Canada,Myanmar,2005,March,1,3/1/05
Canada,Myanmar,2005,April,4,4/1/05
Canada,Myanmar,2005,May,3,5/1/05
Canada,Myanmar,2005,July,2,7/1/05
Canada,Myanmar,2005,August,1,8/1/05
Canada,Myanmar,2005,September,4,9/1/05
Canada,Myanmar,2005,October,3,10/1/05
Canada,Myanmar,2005,November,2,11/1/05
Canada,Myanmar,2005,December,3,12/1/05
Canada,Myanmar,2006,January,3,1/1/06
Canada,Myanmar,2006,February,3,2/1/06
Canada,Myanmar,2006,April,2,4/1/06
Canada,Myanmar,2006,May,7,5/1/06
Canada,Myanmar,2006,June,3,6/1/06
Canada,Myanmar,2006,July,2,7/1/06
Canada,Myanmar,2006,September,2,9/1/06
Canada,Myanmar,2006,November,1,11/1/06
Canada,Myanmar,2007,January,9,1/1/07
Canada,Myanmar,2007,February,1,2/1/07
Canada,Myanmar,2007,March,1,3/1/07
Canada,Myanmar,2007,April,2,4/1/07
Canada,Myanmar,2007,May,1,5/1/07
Canada,Myanmar,2007,October,4,10/1/07
Canada,Myanmar,2007,November,2,11/1/07
Canada,Myanmar,2007,December,1,12/1/07
Canada,Myanmar,2008,January,1,1/1/08
Canada,Myanmar,2008,February,1,2/1/08
Canada,Myanmar,2008,March,2,3/1/08
Canada,Myanmar,2008,April,1,4/1/08
Canada,Myanmar,2008,May,1,5/1/08
Canada,Myanmar,2008,June,2,6/1/08
Canada,Myanmar,2008,August,2,8/1/08
Canada,Myanmar,2008,October,2,10/1/08
Canada,Myanmar,2008,November,2,11/1/08
Canada,Myanmar,2009,January,1,1/1/09
Canada,Myanmar,2009,March,1,3/1/09
Canada,Myanmar,2009,June,1,6/1/09
Canada,Myanmar,2009,August,3,8/1/09
Canada,Myanmar,2009,September,1,9/1/09
Canada,Myanmar,2009,November,2,11/1/09
Canada,Myanmar,2009,December,1,12/1/09
Canada,Myanmar,2010,June,2,6/1/10
Canada,Myanmar,2010,July,1,7/1/10
Canada,Myanmar,2010,September,1,9/1/10
Canada,Myanmar,2010,October,4,10/1/10
Canada,Myanmar,2010,December,2,12/1/10
Canada,Myanmar,2011,January,1,1/1/11
Canada,Myanmar,2011,August,1,8/1/11
Canada,Myanmar,2011,November,5,11/1/11
Canada,Myanmar,2012,December,2,12/1/12
Canada,Myanmar,2014,July,0,7/1/14
Canada,Myanmar,2014,October,0,10/1/14
Canada,Myanmar,2014,December,0,12/1/14
Canada,Myanmar,2015,May,0,5/1/15
Canada,Myanmar,2016,September,1,9/1/16
Canada,Namibia,1999,July,1,7/1/99
Canada,Namibia,1999,October,1,10/1/99
Canada,Namibia,2000,January,1,1/1/00
Canada,Namibia,2000,October,1,10/1/00
Canada,Namibia,2000,November,2,11/1/00
Canada,Namibia,2001,March,5,3/1/01
Canada,Namibia,2001,May,1,5/1/01
Canada,Namibia,2001,June,1,6/1/01
Canada,Namibia,2001,July,2,7/1/01
Canada,Namibia,2001,December,1,12/1/01
Canada,Namibia,2002,February,3,2/1/02
Canada,Namibia,2002,March,2,3/1/02
Canada,Namibia,2002,April,2,4/1/02
Canada,Namibia,2003,April,1,4/1/03
Canada,Namibia,2003,July,2,7/1/03
Canada,Namibia,2003,September,1,9/1/03
Canada,Namibia,2003,October,4,10/1/03
Canada,Namibia,2003,December,1,12/1/03
Canada,Namibia,2004,January,1,1/1/04
Canada,Namibia,2004,February,2,2/1/04
Canada,Namibia,2004,March,1,3/1/04
Canada,Namibia,2004,April,3,4/1/04
Canada,Namibia,2004,May,3,5/1/04
Canada,Namibia,2004,August,1,8/1/04
Canada,Namibia,2004,September,1,9/1/04
Canada,Namibia,2004,October,3,10/1/04
Canada,Namibia,2004,December,2,12/1/04
Canada,Namibia,2005,January,1,1/1/05
Canada,Namibia,2005,February,2,2/1/05
Canada,Namibia,2005,March,2,3/1/05
Canada,Namibia,2005,May,1,5/1/05
Canada,Namibia,2005,August,2,8/1/05
Canada,Namibia,2005,October,2,10/1/05
Canada,Namibia,2006,January,2,1/1/06
Canada,Namibia,2006,April,3,4/1/06
Canada,Namibia,2006,October,3,10/1/06
Canada,Namibia,2007,February,1,2/1/07
Canada,Namibia,2007,March,2,3/1/07
Canada,Namibia,2007,April,1,4/1/07
Canada,Namibia,2007,May,1,5/1/07
Canada,Namibia,2007,June,1,6/1/07
Canada,Namibia,2007,September,1,9/1/07
Canada,Namibia,2007,October,1,10/1/07
Canada,Namibia,2007,November,2,11/1/07
Canada,Namibia,2007,December,3,12/1/07
Canada,Namibia,2008,January,1,1/1/08
Canada,Namibia,2008,February,1,2/1/08
Canada,Namibia,2008,March,2,3/1/08
Canada,Namibia,2008,August,1,8/1/08
Canada,Namibia,2008,September,2,9/1/08
Canada,Namibia,2008,October,2,10/1/08
Canada,Namibia,2008,December,2,12/1/08
Canada,Namibia,2009,February,2,2/1/09
Canada,Namibia,2009,March,4,3/1/09
Canada,Namibia,2009,April,1,4/1/09
Canada,Namibia,2009,July,1,7/1/09
Canada,Namibia,2009,August,3,8/1/09
Canada,Namibia,2009,October,4,10/1/09
Canada,Namibia,2009,November,3,11/1/09
Canada,Namibia,2009,December,7,12/1/09
Canada,Namibia,2010,January,11,1/1/10
Canada,Namibia,2010,February,3,2/1/10
Canada,Namibia,2010,March,18,3/1/10
Canada,Namibia,2010,April,4,4/1/10
Canada,Namibia,2010,May,13,5/1/10
Canada,Namibia,2010,June,9,6/1/10
Canada,Namibia,2010,July,6,7/1/10
Canada,Namibia,2010,August,3,8/1/10
Canada,Namibia,2010,September,36,9/1/10
Canada,Namibia,2010,October,26,10/1/10
Canada,Thailand,2016,June,1,6/1/16
Canada,Thailand,2016,July,1,7/1/16
Canada,Tibetan,2005,January,2,1/1/05
Canada,Tibetan,2005,February,12,2/1/05
Canada,Tibetan,2005,March,1,3/1/05
Canada,Tibetan,2005,April,3,4/1/05
Canada,Tibetan,2005,May,7,5/1/05
Canada,Tibetan,2005,June,4,6/1/05
Canada,Tibetan,2005,July,1,7/1/05
Canada,Tibetan,2005,August,3,8/1/05
Canada,Tibetan,2005,September,4,9/1/05
Canada,Tibetan,2005,October,11,10/1/05
Canada,Tibetan,2005,November,1,11/1/05
Canada,Tibetan,2005,December,1,12/1/05
Canada,Tibetan,2006,January,3,1/1/06
Canada,Tibetan,2006,February,1,2/1/06
Canada,Tibetan,2006,March,3,3/1/06
Canada,Tibetan,2006,April,6,4/1/06
Canada,Tibetan,2006,May,5,5/1/06
Canada,Tibetan,2006,June,4,6/1/06
Canada,Tibetan,2006,July,5,7/1/06
Canada,Tibetan,2006,August,7,8/1/06
Canada,Tibetan,2006,September,10,9/1/06
Canada,Tibetan,2006,October,7,10/1/06
Canada,Tibetan,2006,November,6,11/1/06
Canada,Tibetan,2006,December,2,12/1/06
Canada,Tibetan,2007,January,1,1/1/07
Canada,Tibetan,2007,February,7,2/1/07
Canada,Tibetan,2007,March,1,3/1/07
Canada,Tibetan,2007,April,4,4/1/07
Canada,Tibetan,2007,May,9,5/1/07
Canada,Tibetan,2007,June,4,6/1/07
Canada,Tibetan,2007,July,3,7/1/07
Canada,Tibetan,2007,August,4,8/1/07
Canada,Tibetan,2007,September,1,9/1/07
Canada,Tibetan,2007,October,2,10/1/07
Canada,Tibetan,2007,November,5,11/1/07
Canada,Tibetan,2007,December,5,12/1/07
Canada,Tibetan,2008,January,12,1/1/08
Canada,Tibetan,2008,February,1,2/1/08
Canada,Tibetan,2008,March,9,3/1/08
Canada,Tibetan,2008,April,11,4/1/08
Canada,Tibetan,2008,May,6,5/1/08
Canada,Tibetan,2008,June,6,6/1/08
Canada,Tibetan,2008,July,6,7/1/08
Canada,Tibetan,2008,August,8,8/1/08
Canada,Tibetan,2008,September,7,9/1/08
Canada,Tibetan,2008,October,12,10/1/08
Canada,Tibetan,2008,November,9,11/1/08
Canada,Tibetan,2008,December,4,12/1/08
Canada,Tibetan,2009,January,12,1/1/09
Canada,Tibetan,2009,February,4,2/1/09
Canada,Tibetan,2009,March,1,3/1/09
Canada,Tibetan,2009,April,5,4/1/09
Canada,Tibetan,2009,May,10,5/1/09
Canada,Tibetan,2009,June,6,6/1/09
Canada,Tibetan,2009,July,9,7/1/09
Canada,Tibetan,2009,August,13,8/1/09
Canada,Tibetan,2009,September,3,9/1/09
Canada,Tibetan,2009,October,1,10/1/09
Canada,Tibetan,2009,November,6,11/1/09
Canada,Tibetan,2009,December,3,12/1/09
Canada,Tibetan,2010,January,5,1/1/10
Canada,Tibetan,2010,February,1,2/1/10
Canada,Tibetan,2010,March,2,3/1/10
Canada,Tibetan,2010,April,2,4/1/10
Canada,Tibetan,2010,May,1,5/1/10
Canada,Tibetan,2010,June,2,6/1/10
Canada,Tibetan,2010,July,4,7/1/10
Canada,Tibetan,2010,September,5,9/1/10
Canada,Tibetan,2010,October,4,10/1/10
Canada,Tibetan,2010,November,2,11/1/10
Canada,Tibetan,2010,December,2,12/1/10
Canada,Tibetan,2011,January,1,1/1/11
Canada,Tibetan,2011,April,1,4/1/11
Canada,Tibetan,2011,May,2,5/1/11
Canada,Tibetan,2011,June,4,6/1/11
Canada,Tibetan,2011,July,5,7/1/11
Canada,Tibetan,2011,August,8,8/1/11
Canada,Tibetan,2011,September,5,9/1/11
Canada,Tibetan,2011,November,3,11/1/11
Canada,Tibetan,2011,December,1,12/1/11
Canada,Tibetan,2012,January,1,1/1/12
Canada,Tibetan,2012,February,1,2/1/12
Canada,Tibetan,2012,March,2,3/1/12
Canada,Tibetan,2012,April,4,4/1/12
Canada,Tibetan,2012,May,3,5/1/12
Canada,Tibetan,2012,July,2,7/1/12
Canada,Tibetan,2012,August,1,8/1/12
Canada,Tibetan,2012,November,1,11/1/12
Canada,Tibetan,2012,December,1,12/1/12
Canada,Tajikistan,1999,January,3,1/1/99
Canada,Tajikistan,1999,April,3,4/1/99
Canada,Tajikistan,1999,May,1,5/1/99
Canada,Tajikistan,1999,August,2,8/1/99
Canada,Tajikistan,1999,September,1,9/1/99
Canada,Tajikistan,2000,August,1,8/1/00
Canada,Tajikistan,2001,January,1,1/1/01
Canada,Tajikistan,2001,March,1,3/1/01
Canada,Tajikistan,2001,May,1,5/1/01
Canada,Tajikistan,2001,July,1,7/1/01
Canada,Tajikistan,2001,August,1,8/1/01
Canada,Tajikistan,2001,October,1,10/1/01
Canada,Tajikistan,2002,June,1,6/1/02
Canada,Tajikistan,2002,August,3,8/1/02
Canada,Tajikistan,2002,September,1,9/1/02
Canada,Tajikistan,2003,July,1,7/1/03
Canada,Tajikistan,2003,November,1,11/1/03
Canada,Tajikistan,2004,March,1,3/1/04
Canada,Tajikistan,2004,June,2,6/1/04
Canada,Tajikistan,2004,November,1,11/1/04
Canada,Tajikistan,2005,March,1,3/1/05
Canada,Tajikistan,2005,June,3,6/1/05
Canada,Tajikistan,2005,August,1,8/1/05
Canada,Tajikistan,2005,September,1,9/1/05
Canada,Tajikistan,2005,October,1,10/1/05
Canada,Tajikistan,2006,April,2,4/1/06
Canada,Tajikistan,2006,July,3,7/1/06
Canada,Tajikistan,2006,October,4,10/1/06
Canada,Tajikistan,2006,December,1,12/1/06
Canada,Tajikistan,2007,January,2,1/1/07
Canada,Tajikistan,2007,February,1,2/1/07
Canada,Tajikistan,2007,March,1,3/1/07
Canada,Tajikistan,2007,May,1,5/1/07
Canada,Tajikistan,2007,September,2,9/1/07
Canada,Tajikistan,2008,January,2,1/1/08
Canada,Tajikistan,2008,February,1,2/1/08
Canada,Tajikistan,2008,April,3,4/1/08
Canada,Yemen,2010,February,3,2/1/10
Canada,Yemen,2010,April,2,4/1/10
Canada,Yemen,2010,May,2,5/1/10
Canada,Yemen,2010,June,3,6/1/10
Canada,Yemen,2010,August,6,8/1/10
Canada,Yemen,2010,September,3,9/1/10
Canada,Yemen,2010,November,1,11/1/10
Canada,Yemen,2011,March,3,3/1/11
Canada,Yemen,2011,April,1,4/1/11
Canada,Yemen,2011,May,2,5/1/11
Canada,Yemen,2011,July,2,7/1/11
Canada,Yemen,2011,August,5,8/1/11
Canada,Yemen,2011,September,2,9/1/11
Canada,Yemen,2011,October,1,10/1/11
Canada,Yemen,2012,February,6,2/1/12
Canada,Yemen,2012,March,3,3/1/12
Canada,Yemen,2012,April,1,4/1/12
Canada,Yemen,2012,June,5,6/1/12
Canada,Yemen,2012,July,6,7/1/12
Canada,Yemen,2012,August,2,8/1/12
Canada,Yemen,2012,September,1,9/1/12
Canada,Yemen,2012,October,1,10/1/12
Canada,Yemen,2013,January,1,1/1/13
Canada,Yemen,2013,May,2,5/1/13
Canada,Yemen,2013,June,5,6/1/13
Canada,Yemen,2013,July,2,7/1/13
Canada,Yemen,2013,August,9,8/1/13
Canada,Yemen,2013,September,3,9/1/13
Canada,Yemen,2013,October,2,10/1/13
Canada,Yemen,2013,November,8,11/1/13
Canada,Yemen,2013,December,1,12/1/13
Canada,Yemen,2014,February,0,2/1/14
Canada,Yemen,2014,March,0,3/1/14
Canada,Yemen,2014,April,0,4/1/14
Canada,Yemen,2014,May,0,5/1/14
Canada,Yemen,2014,June,0,6/1/14
Canada,Yemen,2014,July,0,7/1/14
Canada,Yemen,2014,August,8,8/1/14
Canada,Yemen,2014,September,5,9/1/14
Canada,Yemen,2014,October,0,10/1/14
Canada,Yemen,2014,November,11,11/1/14
Canada,Yemen,2015,January,0,1/1/15
Canada,Yemen,2015,February,0,2/1/15
Canada,Yemen,2015,March,0,3/1/15
Canada,Yemen,2015,April,5,4/1/15
Canada,Yemen,2015,May,18,5/1/15
Canada,Yemen,2015,June,34,6/1/15
Canada,Yemen,2015,July,22,7/1/15
Canada,Yemen,2015,August,20,8/1/15
Canada,Yemen,2015,September,20,9/1/15
Canada,Yemen,2015,October,16,10/1/15
Canada,Yemen,2015,November,9,11/1/15
Canada,Yemen,2015,December,16,12/1/15
Canada,Yemen,2016,January,25,1/1/16
Canada,Yemen,2016,February,20,2/1/16
Canada,Yemen,2016,March,21,3/1/16
Canada,Yemen,2016,April,26,4/1/16
Canada,Yemen,2016,May,23,5/1/16
Canada,Yemen,2016,June,19,6/1/16
Canada,Yemen,2016,July,26,7/1/16
Canada,Yemen,2016,August,34,8/1/16
Canada,Yemen,2016,September,33,9/1/16
Canada,Zambia,1999,February,1,2/1/99
Canada,Zambia,1999,October,1,10/1/99
Canada,Zambia,2000,September,1,9/1/00
Canada,Zambia,2000,October,1,10/1/00
Canada,Zambia,2000,December,3,12/1/00
Canada,Zambia,2001,January,2,1/1/01
Canada,Zambia,2001,March,2,3/1/01
Canada,Zambia,2001,April,1,4/1/01
Canada,Zambia,2001,May,3,5/1/01
Canada,Zambia,2001,August,2,8/1/01
Canada,Zambia,2001,September,2,9/1/01
Canada,Zambia,2001,October,4,10/1/01
Canada,Zambia,2001,November,1,11/1/01
Canada,Zambia,2001,December,1,12/1/01
Canada,Zambia,2002,February,1,2/1/02
Canada,Zambia,2002,June,1,6/1/02
Canada,Zambia,2002,October,2,10/1/02
Canada,Zambia,2002,November,3,11/1/02
Canada,Zambia,2003,January,2,1/1/03
Canada,Zambia,2003,April,1,4/1/03
Canada,Zambia,2003,September,5,9/1/03
Canada,Zambia,2003,October,1,10/1/03
Canada,Zambia,2003,November,1,11/1/03
Canada,Zambia,2004,January,3,1/1/04
Canada,Zambia,2004,February,5,2/1/04
Canada,Zambia,2004,March,1,3/1/04
Canada,Zambia,2004,April,3,4/1/04
Canada,Zambia,2004,August,1,8/1/04
Canada,Zambia,2004,October,2,10/1/04
Canada,Zambia,2004,November,2,11/1/04
Canada,Zambia,2005,February,5,2/1/05
Canada,Zambia,2005,March,2,3/1/05
Canada,Zambia,2005,April,1,4/1/05
Canada,Zambia,2005,May,1,5/1/05
Canada,Zambia,2005,June,2,6/1/05
Canada,Zambia,2005,July,1,7/1/05
Canada,Zambia,2005,September,3,9/1/05
Canada,Zambia,2005,November,1,11/1/05
Canada,Zambia,2005,December,2,12/1/05
Canada,Zambia,2006,January,1,1/1/06
Canada,Namibia,2010,November,63,11/1/10
Canada,Namibia,2010,December,106,12/1/10
Canada,Namibia,2011,January,44,1/1/11
Canada,Namibia,2011,February,109,2/1/11
Canada,Namibia,2011,March,172,3/1/11
Canada,Namibia,2011,April,113,4/1/11
Canada,Namibia,2011,May,86,5/1/11
Canada,Namibia,2011,June,71,6/1/11
Canada,Namibia,2011,July,20,7/1/11
Canada,Namibia,2011,August,49,8/1/11
Canada,Namibia,2011,September,65,9/1/11
Canada,Namibia,2011,October,66,10/1/11
Canada,Namibia,2011,November,26,11/1/11
Canada,Namibia,2011,December,10,12/1/11
Canada,Namibia,2012,January,4,1/1/12
Canada,Namibia,2012,February,6,2/1/12
Canada,Namibia,2012,March,5,3/1/12
Canada,Namibia,2012,April,5,4/1/12
Canada,Namibia,2012,May,2,5/1/12
Canada,Namibia,2012,June,7,6/1/12
Canada,Namibia,2012,July,1,7/1/12
Canada,Namibia,2012,August,1,8/1/12
Canada,Namibia,2012,September,5,9/1/12
Canada,Namibia,2012,October,2,10/1/12
Canada,Namibia,2013,January,1,1/1/13
Canada,Namibia,2014,May,0,5/1/14
Canada,Namibia,2014,August,0,8/1/14
Canada,Namibia,2016,June,1,6/1/16
Canada,Nepal,1999,January,2,1/1/99
Canada,Nepal,1999,February,3,2/1/99
Canada,Nepal,1999,March,2,3/1/99
Canada,Nepal,1999,April,1,4/1/99
Canada,Nepal,1999,May,2,5/1/99
Canada,Nepal,1999,June,1,6/1/99
Canada,Nepal,1999,July,1,7/1/99
Canada,Nepal,1999,August,1,8/1/99
Canada,Nepal,1999,September,3,9/1/99
Canada,Nepal,1999,October,1,10/1/99
Canada,Nepal,1999,November,1,11/1/99
Canada,Nepal,1999,December,2,12/1/99
Canada,Nepal,2000,January,1,1/1/00
Canada,Nepal,2000,February,1,2/1/00
Canada,Nepal,2000,May,1,5/1/00
Canada,Nepal,2000,June,2,6/1/00
Canada,Nepal,2000,August,5,8/1/00
Canada,Nepal,2000,September,4,9/1/00
Canada,Nepal,2000,October,5,10/1/00
Canada,Nepal,2000,November,2,11/1/00
Canada,Nepal,2000,December,4,12/1/00
Canada,Nepal,2001,January,2,1/1/01
Canada,Nepal,2001,March,1,3/1/01
Canada,Nepal,2001,May,6,5/1/01
Canada,Nepal,2001,June,2,6/1/01
Canada,Nepal,2001,July,4,7/1/01
Canada,Nepal,2001,August,4,8/1/01
Canada,Nepal,2001,September,3,9/1/01
Canada,Nepal,2001,October,6,10/1/01
Canada,Nepal,2001,November,3,11/1/01
Canada,Nepal,2001,December,3,12/1/01
Canada,Nepal,2002,January,3,1/1/02
Canada,Nepal,2002,February,2,2/1/02
Canada,Nepal,2002,March,1,3/1/02
Canada,Nepal,2002,April,5,4/1/02
Canada,Nepal,2002,May,3,5/1/02
Canada,Nepal,2002,June,1,6/1/02
Canada,Nepal,2002,July,6,7/1/02
Canada,Nepal,2002,August,2,8/1/02
Canada,Nepal,2002,September,3,9/1/02
Canada,Nepal,2002,October,4,10/1/02
Canada,Nepal,2002,November,5,11/1/02
Canada,Nepal,2002,December,2,12/1/02
Canada,Nepal,2003,January,7,1/1/03
Canada,Nepal,2003,February,7,2/1/03
Canada,Nepal,2003,March,2,3/1/03
Canada,Nepal,2003,April,1,4/1/03
Canada,Nepal,2003,May,2,5/1/03
Canada,Nepal,2003,June,2,6/1/03
Canada,Nepal,2003,July,2,7/1/03
Canada,Nepal,2003,August,5,8/1/03
Canada,Nepal,2003,September,2,9/1/03
Canada,Nepal,2003,October,5,10/1/03
Canada,Nepal,2003,November,6,11/1/03
